match_id,date,league_type,season,competition,stage,group,home_team,away_team,home_team_code,away_team_code,home_ranking,away_ranking,home_goals,away_goals,result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_target,away_shots_target,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red,home_possession,away_possession,home_xg,away_xg,b365_home,b365_draw,b365_away,home_must_win,away_must_win,home_can_draw,away_can_draw,knockout,source,imported_at
2024-01-30_Morocco_South Africa,2024-01-30,afcon,2023,Africa Cup of Nations 2023,round_of_16,,Morocco,South Africa,,,13,,2,0,H,,,,32,25,11,8,3,2,2,2,0,0,61.0,39.0,2.43,0.24,2.44,4.04,7.32,,,,,0,search_results,2026-06-21 04:43:23
2024-02-02_Nigeria_Angola,2024-02-02,afcon,2023,Africa Cup of Nations 2023,quarter,,Nigeria,Angola,,,48,,1,0,H,,,,17,15,5,5,3,2,5,3,0,0,58.0,42.0,0.92,0.1,2.4,3.71,6.33,,,,,0,search_results,2026-06-21 04:43:23
2024-02-02_DR Congo_Guinea,2024-02-02,afcon,2023,Africa Cup of Nations 2023,quarter,,DR Congo,Guinea,,,,,3,1,H,,,,50,38,17,13,4,3,0,3,0,0,61.0,39.0,3.71,1.36,2.37,3.88,5.85,,,,,0,search_results,2026-06-21 04:43:23
2024-02-03_Mali_Ivory Coast,2024-02-03,afcon,2023,Africa Cup of Nations 2023,quarter,,Mali,Ivory Coast,,,,,1,2,A,,,,27,32,9,11,3,4,3,0,0,0,42.0,58.0,0.99,2.62,6.34,3.82,1.76,,,,,0,search_results,2026-06-21 04:43:23
2024-02-03_Cape Verde_South Africa,2024-02-03,afcon,2023,Africa Cup of Nations 2023,quarter,,Cape Verde,South Africa,,,,,0,0,D,,,,5,5,1,1,2,2,5,1,0,0,50.0,50.0,0.1,0.21,2.52,3.29,3.12,,,,,0,search_results,2026-06-21 04:43:23
2024-02-07_Nigeria_South Africa,2024-02-07,afcon,2023,Africa Cup of Nations 2023,semi,,Nigeria,South Africa,,,48,,1,1,D,,,,16,16,5,5,3,3,1,3,0,0,50.0,50.0,1.49,1.06,2.63,3.26,2.91,,,,,0,search_results,2026-06-21 04:43:23
2024-02-07_Ivory Coast_DR Congo,2024-02-07,afcon,2023,Africa Cup of Nations 2023,semi,,Ivory Coast,DR Congo,,,,,1,0,H,,,,17,15,5,5,3,2,0,1,0,0,58.0,42.0,1.4,0.1,1.65,3.96,6.03,,,,,0,search_results,2026-06-21 04:43:23
2024-02-09_South Africa_DR Congo,2024-02-09,afcon,2023,Africa Cup of Nations 2023,third_place,,South Africa,DR Congo,,,,,0,0,D,,,,5,5,1,1,2,2,0,2,0,0,50.0,50.0,0.23,0.1,3.11,3.16,3.08,,,,,0,search_results,2026-06-21 04:43:23
2024-02-11_Nigeria_Ivory Coast,2024-02-11,afcon,2023,Africa Cup of Nations 2023,final,,Nigeria,Ivory Coast,,,48,,1,2,A,,,,27,32,9,11,3,4,1,2,0,0,42.0,58.0,1.12,2.63,7.36,4.4,1.9,,,,,0,search_results,2026-06-21 04:43:23
2022-06-01_Poland_Wales,2022-06-01,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Poland,Wales,,,22,30,2,1,H,,,,32,27,11,9,4,3,1,3,0,1,58.0,42.0,2.16,1.41,2.4,3.93,6.11,0,0,0,0,0,search_results,2026-06-21 04:44:28
2022-06-01_Hungary_England,2022-06-01,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Hungary,England,,,,5,1,0,H,,,,17,15,5,5,3,2,2,0,0,0,58.0,42.0,1.49,0.23,2.07,4.5,6.21,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-01_Italy_Germany,2022-06-01,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Italy,Germany,,,8,15,1,1,D,,,,16,16,5,5,3,3,0,1,0,0,50.0,50.0,1.17,0.92,3.25,2.85,3.29,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-01_Turkey_Faroe Islands,2022-06-01,UNL,2022-23,UEFA Nations League 2022-23,group,Group C1,Turkey,Faroe Islands,,,,,4,0,H,,,,72,45,25,15,5,2,1,4,1,0,64.0,36.0,4.56,0.1,2.25,3.88,6.8,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-02_Spain_Portugal,2022-06-02,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Spain,Portugal,,,10,9,1,1,D,,,,16,16,5,5,3,3,1,2,0,0,50.0,50.0,1.26,1.2,2.96,3.02,3.33,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-02_Czech Republic_Switzerland,2022-06-02,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Czech Republic,Switzerland,,,,14,2,1,H,,,,32,27,11,9,4,3,2,1,0,0,58.0,42.0,2.4,0.94,2.24,3.85,6.57,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-02_Serbia_Norway,2022-06-02,UNL,2022-23,UEFA Nations League 2022-23,group,Group B4,Serbia,Norway,,,21,,0,1,A,,,,15,17,5,5,2,3,5,3,0,0,42.0,58.0,0.18,0.98,7.67,3.62,1.81,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-02_Slovenia_Sweden,2022-06-02,UNL,2022-23,UEFA Nations League 2022-23,group,Group B4,Slovenia,Sweden,,,,,0,2,A,,,,25,32,8,11,2,3,2,1,0,0,39.0,61.0,0.1,2.51,7.38,3.55,2.06,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-02_Northern Ireland_Greece,2022-06-02,UNL,2022-23,UEFA Nations League 2022-23,group,Group C2,Northern Ireland,Greece,,,,,0,1,A,,,,15,17,5,5,2,3,0,1,0,0,42.0,58.0,0.1,1.2,7.8,3.62,2.44,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-02_Kosovo_Greece,2022-06-02,UNL,2022-23,UEFA Nations League 2022-23,group,Group C2,Kosovo,Greece,,,,,0,1,A,,,,15,17,5,5,2,3,1,5,0,0,42.0,58.0,0.1,1.04,6.38,4.04,1.81,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-03_France_Denmark,2022-06-03,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,France,Denmark,,,4,18,1,2,A,,,,27,32,9,11,3,4,0,1,0,0,42.0,58.0,1.4,2.29,7.21,3.77,2.42,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-03_Belgium_Netherlands,2022-06-03,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Belgium,Netherlands,,,2,6,1,4,A,,,,49,72,17,25,3,5,2,1,0,0,36.0,64.0,1.0,4.85,7.67,4.21,2.12,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-03_Croatia_Austria,2022-06-03,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,Croatia,Austria,,,7,,0,3,A,,,,35,50,12,17,2,4,0,2,0,0,36.0,64.0,0.1,3.54,5.14,3.7,2.07,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-03_Belarus_Slovakia,2022-06-03,UNL,2022-23,UEFA Nations League 2022-23,group,Group C3,Belarus,Slovakia,,,,,0,1,A,,,,15,17,5,5,2,3,5,2,1,0,42.0,58.0,0.17,1.27,7.38,3.71,1.56,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-03_Lithuania_Luxembourg,2022-06-03,UNL,2022-23,UEFA Nations League 2022-23,group,Group C1,Lithuania,Luxembourg,,,,,0,2,A,,,,25,32,8,11,2,3,1,0,0,0,39.0,61.0,0.1,2.63,7.79,3.51,2.46,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-04_Kazakhstan_Moldova,2022-06-04,UNL,2022-23,UEFA Nations League 2022-23,group,Group C3,Kazakhstan,Moldova,,,,,1,0,H,,,,17,15,5,5,3,2,2,1,0,0,58.0,42.0,1.26,0.25,2.15,4.08,7.28,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-04_Azerbaijan_Luxembourg,2022-06-04,UNL,2022-23,UEFA Nations League 2022-23,group,Group C1,Azerbaijan,Luxembourg,,,,,0,2,A,,,,25,32,8,11,2,3,1,1,0,0,39.0,61.0,0.1,2.25,7.95,3.69,2.16,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-04_Liechtenstein_Moldova,2022-06-04,UNL,2022-23,UEFA Nations League 2022-23,group,Group C3,Liechtenstein,Moldova,,,,,0,2,A,,,,25,32,8,11,2,3,2,3,1,0,39.0,61.0,0.1,2.62,5.85,4.33,1.61,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-05_Finland_Bosnia and Herzegovina,2022-06-05,UNL,2022-23,UEFA Nations League 2022-23,group,Group B3,Finland,Bosnia and Herzegovina,,,,,1,1,D,,,,16,16,5,5,3,3,0,4,0,0,50.0,50.0,1.25,0.93,2.68,2.87,3.09,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-05_Denmark_Croatia,2022-06-05,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,Denmark,Croatia,,,18,7,0,1,A,,,,15,17,5,5,2,3,2,4,0,0,42.0,58.0,0.1,1.39,7.3,3.79,1.82,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-05_Austria_France,2022-06-05,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,Austria,France,,,,4,1,1,D,,,,16,16,5,5,3,3,1,3,0,0,50.0,50.0,1.39,1.47,3.24,2.95,3.32,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-05_Belgium_Poland,2022-06-05,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Belgium,Poland,,,2,22,6,1,H,,,,123,71,43,24,7,2,1,1,1,0,64.0,36.0,7.19,1.31,1.89,3.68,7.75,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-05_England_Italy,2022-06-05,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,England,Italy,,,5,8,0,0,D,,,,5,5,1,1,2,2,2,1,0,0,50.0,50.0,0.25,0.2,2.92,3.24,2.96,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-05_Germany_Hungary,2022-06-05,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Germany,Hungary,,,15,,1,1,D,,,,16,16,5,5,3,3,2,0,0,0,50.0,50.0,1.39,1.34,3.34,2.82,3.26,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-05_Switzerland_Spain,2022-06-05,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Switzerland,Spain,,,14,10,0,1,A,,,,15,17,5,5,2,3,0,3,0,0,42.0,58.0,0.1,1.12,5.26,4.24,1.61,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-05_Portugal_Czech Republic,2022-06-05,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Portugal,Czech Republic,,,9,,2,0,H,,,,32,25,11,8,3,2,2,2,0,0,61.0,39.0,2.32,0.1,2.29,3.7,7.7,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-06_Sweden_Serbia,2022-06-06,UNL,2022-23,UEFA Nations League 2022-23,group,Group B4,Sweden,Serbia,,,,21,0,1,A,,,,15,17,5,5,2,3,3,5,0,1,42.0,58.0,0.1,1.35,6.97,3.9,2.18,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-06_Norway_Slovenia,2022-06-06,UNL,2022-23,UEFA Nations League 2022-23,group,Group B4,Norway,Slovenia,,,,,0,0,D,,,,5,5,1,1,2,2,3,0,0,0,50.0,50.0,0.22,0.1,2.56,2.82,3.49,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-06_Scotland_Armenia,2022-06-06,UNL,2022-23,UEFA Nations League 2022-23,group,Group B1,Scotland,Armenia,,,,,2,0,H,,,,32,25,11,8,3,2,0,1,0,0,61.0,39.0,2.26,0.18,1.94,4.29,7.59,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-06_Ireland_Ukraine,2022-06-06,UNL,2022-23,UEFA Nations League 2022-23,group,Group B1,Ireland,Ukraine,,,,,0,1,A,,,,15,17,5,5,2,3,1,0,0,1,42.0,58.0,0.1,1.09,5.08,4.35,2.44,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-07_Latvia_Andorra,2022-06-07,UNL,2022-23,UEFA Nations League 2022-23,group,Group D1,Latvia,Andorra,,,,,3,0,H,,,,50,35,17,12,4,2,0,3,0,0,64.0,36.0,3.68,0.1,1.79,3.65,7.14,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-07_Liechtenstein_Andorra,2022-06-07,UNL,2022-23,UEFA Nations League 2022-23,group,Group D1,Liechtenstein,Andorra,,,,,0,1,A,,,,15,17,5,5,2,3,3,2,0,0,42.0,58.0,0.1,1.03,6.97,3.87,1.75,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-08_Faroe Islands_Turkey,2022-06-08,UNL,2022-23,UEFA Nations League 2022-23,group,Group C1,Faroe Islands,Turkey,,,,,0,4,A,,,,45,72,15,25,2,5,3,3,1,0,36.0,64.0,0.17,4.95,6.53,4.37,2.22,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-08_Lithuania_Turkey,2022-06-08,UNL,2022-23,UEFA Nations League 2022-23,group,Group C1,Lithuania,Turkey,,,,,0,6,A,,,,65,123,22,43,1,7,1,2,0,0,36.0,64.0,0.1,7.27,5.75,3.89,1.77,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-09_Portugal_Czech Republic,2022-06-09,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Portugal,Czech Republic,,,9,,2,0,H,,,,32,25,11,8,3,2,4,3,0,0,61.0,39.0,2.41,0.1,1.56,3.75,5.26,0,0,1,1,0,search_results,2026-06-21 04:44:29
2022-06-09_Spain_Switzerland,2022-06-09,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Spain,Switzerland,,,10,14,1,0,H,,,,17,15,5,5,3,2,2,2,0,1,58.0,42.0,1.25,0.22,2.04,3.81,5.26,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-09_Northern Ireland_Cyprus,2022-06-09,UNL,2022-23,UEFA Nations League 2022-23,group,Group C2,Northern Ireland,Cyprus,,,,,2,2,D,,,,31,31,10,10,4,4,1,2,0,0,50.0,50.0,2.12,2.7,2.57,2.88,3.47,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-09_Kosovo_Northern Ireland,2022-06-09,UNL,2022-23,UEFA Nations League 2022-23,group,Group C2,Kosovo,Northern Ireland,,,,,3,2,H,,,,50,42,17,14,4,4,2,2,0,1,58.0,42.0,3.57,2.58,2.34,3.79,5.99,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-10_England_Italy,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,England,Italy,,,5,8,0,0,D,,,,5,5,1,1,2,2,2,5,0,1,50.0,50.0,0.1,0.1,3.16,3.16,3.29,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-10_Hungary_Germany,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Hungary,Germany,,,,15,1,1,D,,,,16,16,5,5,3,3,3,1,0,0,50.0,50.0,1.46,1.42,2.99,3.22,3.49,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-10_Netherlands_Poland,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Netherlands,Poland,,,6,22,2,2,D,,,,31,31,10,10,4,4,2,1,0,1,50.0,50.0,2.29,2.24,2.94,3.03,3.33,0,0,1,1,0,search_results,2026-06-21 04:44:29
2022-06-10_Wales_Belgium,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Wales,Belgium,,,30,2,1,1,D,,,,16,16,5,5,3,3,2,1,0,0,50.0,50.0,0.96,1.1,2.52,3.23,2.61,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-10_Austria_Denmark,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,Austria,Denmark,,,,18,1,2,A,,,,27,32,9,11,3,4,1,2,0,0,42.0,58.0,1.31,2.12,7.56,3.94,1.75,0,0,1,1,0,search_results,2026-06-21 04:44:29
2022-06-10_Croatia_France,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,Croatia,France,,,7,4,1,1,D,,,,16,16,5,5,3,3,3,2,0,0,50.0,50.0,1.1,0.91,2.81,3.14,3.1,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-10_Sweden_Serbia,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group B4,Sweden,Serbia,,,,21,0,1,A,,,,15,17,5,5,2,3,2,2,0,0,42.0,58.0,0.1,1.21,6.52,4.16,2.16,0,0,1,1,0,search_results,2026-06-21 04:44:29
2022-06-10_Norway_Slovenia,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group B4,Norway,Slovenia,,,,,3,2,H,,,,50,42,17,14,4,4,1,1,0,0,58.0,42.0,3.35,2.5,2.09,3.85,7.56,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-10_Scotland_Armenia,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group B1,Scotland,Armenia,,,,,2,0,H,,,,32,25,11,8,3,2,1,2,0,0,61.0,39.0,2.33,0.1,1.57,3.57,6.42,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-10_Ireland_Ukraine,2022-06-10,UNL,2022-23,UEFA Nations League 2022-23,group,Group B1,Ireland,Ukraine,,,,,0,1,A,,,,15,17,5,5,2,3,0,2,0,0,42.0,58.0,0.1,0.94,6.02,3.82,2.39,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-11_Greece_Kosovo,2022-06-11,UNL,2022-23,UEFA Nations League 2022-23,group,Group C2,Greece,Kosovo,,,,,1,1,D,,,,16,16,5,5,3,3,1,2,0,0,50.0,50.0,1.04,0.9,3.28,3.16,2.68,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-11_Cyprus_Northern Ireland,2022-06-11,UNL,2022-23,UEFA Nations League 2022-23,group,Group C2,Cyprus,Northern Ireland,,,,,0,0,D,,,,5,5,1,1,2,2,2,1,0,0,50.0,50.0,0.25,0.1,2.84,3.15,2.72,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-11_Latvia_Liechtenstein,2022-06-11,UNL,2022-23,UEFA Nations League 2022-23,group,Group D1,Latvia,Liechtenstein,,,,,1,0,H,,,,17,15,5,5,3,2,0,2,0,0,58.0,42.0,1.1,0.1,2.36,4.08,7.89,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-11_Andorra_Latvia,2022-06-11,UNL,2022-23,UEFA Nations League 2022-23,group,Group D1,Andorra,Latvia,,,,,1,1,D,,,,16,16,5,5,3,3,5,1,0,0,50.0,50.0,1.45,1.34,3.5,3.22,2.66,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-12_Turkey_Lithuania,2022-06-12,UNL,2022-23,UEFA Nations League 2022-23,group,Group C1,Turkey,Lithuania,,,,,2,0,H,,,,32,25,11,8,3,2,0,2,1,0,61.0,39.0,2.56,0.27,2.48,3.68,5.29,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-12_Luxembourg_Faroe Islands,2022-06-12,UNL,2022-23,UEFA Nations League 2022-23,group,Group C1,Luxembourg,Faroe Islands,,,,,2,2,D,,,,31,31,10,10,4,4,1,0,0,0,50.0,50.0,2.68,2.58,3.46,3.2,3.15,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-12_Belarus_Azerbaijan,2022-06-12,UNL,2022-23,UEFA Nations League 2022-23,group,Group C3,Belarus,Azerbaijan,,,,,0,0,D,,,,5,5,1,1,2,2,1,1,0,0,50.0,50.0,0.19,0.23,3.02,2.91,3.03,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-06-12_Slovakia_Kazakhstan,2022-06-12,UNL,2022-23,UEFA Nations League 2022-23,group,Group C3,Slovakia,Kazakhstan,,,,,0,1,A,,,,15,17,5,5,2,3,0,0,0,0,42.0,58.0,0.29,1.18,7.84,3.9,2.09,0,0,1,1,0,search_results,2026-06-21 04:44:29
2022-06-12_Moldova_Latvia,2022-06-12,UNL,2022-23,UEFA Nations League 2022-23,group,Group C3,Moldova,Latvia,,,,,2,4,A,,,,54,72,18,25,3,5,2,0,1,1,39.0,61.0,2.44,5.09,5.05,3.84,1.82,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-14_Hungary_England,2022-06-14,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Hungary,England,,,,5,0,4,A,,,,45,72,15,25,2,5,1,6,0,0,36.0,64.0,0.16,4.95,7.68,4.43,1.81,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-06-14_Italy_Germany,2022-06-14,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Italy,Germany,,,8,15,2,5,A,,,,66,96,23,33,3,6,4,1,0,0,36.0,64.0,2.55,5.94,7.98,3.97,1.89,0,0,1,1,0,search_results,2026-06-21 04:44:29
2022-06-14_Spain_Portugal,2022-06-14,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Spain,Portugal,,,10,9,1,1,D,,,,16,16,5,5,3,3,2,5,0,0,50.0,50.0,1.03,1.26,2.97,2.99,2.93,0,0,1,1,0,search_results,2026-06-21 04:44:29
2022-06-14_Czech Republic_Switzerland,2022-06-14,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Czech Republic,Switzerland,,,,14,2,1,H,,,,32,27,11,9,4,3,3,3,0,0,58.0,42.0,2.17,1.21,1.9,3.7,7.08,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-09-22_Scotland_Ukraine,2022-09-22,UNL,2022-23,UEFA Nations League 2022-23,group,Group B1,Scotland,Ukraine,,,,,3,0,H,,,,50,35,17,12,4,2,3,1,1,0,64.0,36.0,3.78,0.1,1.95,4.1,6.44,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-22_Armenia_Scotland,2022-09-22,UNL,2022-23,UEFA Nations League 2022-23,group,Group B1,Armenia,Scotland,,,,,1,4,A,,,,49,72,17,25,3,5,2,2,0,0,36.0,64.0,0.93,4.69,5.75,4.41,1.51,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-22_Ireland_Armenia,2022-09-22,UNL,2022-23,UEFA Nations League 2022-23,group,Group B1,Ireland,Armenia,,,,,3,2,H,,,,50,42,17,14,4,4,2,0,0,0,58.0,42.0,3.79,2.34,1.53,4.42,7.08,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-09-22_Ukraine_Scotland,2022-09-22,UNL,2022-23,UEFA Nations League 2022-23,group,Group B1,Ukraine,Scotland,,,,,0,0,D,,,,5,5,1,1,2,2,2,3,0,0,50.0,50.0,0.19,0.1,2.7,3.26,3.41,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-22_Finland_Romania,2022-09-22,UNL,2022-23,UEFA Nations League 2022-23,group,Group B3,Finland,Romania,,,,,1,1,D,,,,16,16,5,5,3,3,0,3,0,0,50.0,50.0,1.44,1.25,3.14,3.28,2.86,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-22_Bosnia and Herzegovina_Finland,2022-09-22,UNL,2022-23,UEFA Nations League 2022-23,group,Group B3,Bosnia and Herzegovina,Finland,,,,,3,2,H,,,,50,42,17,14,4,4,2,1,0,0,58.0,42.0,3.82,2.65,2.42,4.2,6.15,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-22_Montenegro_Romania,2022-09-22,UNL,2022-23,UEFA Nations League 2022-23,group,Group B3,Montenegro,Romania,,,,,0,1,A,,,,15,17,5,5,2,3,3,0,0,0,42.0,58.0,0.1,0.96,5.89,3.75,2.27,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Denmark_France,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,Denmark,France,,,18,4,2,0,H,,,,32,25,11,8,3,2,3,2,0,0,61.0,39.0,2.25,0.1,1.61,4.45,6.64,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Croatia_Austria,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,Croatia,Austria,,,7,,2,0,H,,,,32,25,11,8,3,2,4,0,0,0,61.0,39.0,2.53,0.1,1.64,3.88,5.09,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_France_Austria,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,France,Austria,,,4,,2,0,H,,,,32,25,11,8,3,2,1,2,0,0,61.0,39.0,2.58,0.1,2.05,3.58,7.08,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Croatia_Denmark,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A1,Croatia,Denmark,,,7,18,2,1,H,,,,32,27,11,9,4,3,1,0,0,0,58.0,42.0,2.11,1.25,1.67,3.6,5.77,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Netherlands_Belgium,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Netherlands,Belgium,,,6,2,1,0,H,,,,17,15,5,5,3,2,3,2,0,0,58.0,42.0,1.23,0.21,1.64,3.58,6.48,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Poland_Netherlands,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Poland,Netherlands,,,22,6,0,2,A,,,,25,32,8,11,2,3,2,3,0,0,39.0,61.0,0.1,2.69,6.9,4.16,2.24,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Wales_Poland,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Wales,Poland,,,30,22,0,1,A,,,,15,17,5,5,2,3,1,6,0,0,42.0,58.0,0.1,1.4,5.8,4.1,1.78,1,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Belgium_Wales,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A4,Belgium,Wales,,,2,30,2,1,H,,,,32,27,11,9,4,3,2,1,0,1,58.0,42.0,2.45,1.45,2.48,3.62,7.0,0,1,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Italy_England,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Italy,England,,,8,5,1,0,H,,,,17,15,5,5,3,2,0,2,0,0,58.0,42.0,1.14,0.1,2.34,4.44,5.93,0,0,1,1,0,search_results,2026-06-21 04:44:29
2022-09-23_Germany_Hungary,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Germany,Hungary,,,15,,0,1,A,,,,15,17,5,5,2,3,4,0,0,0,42.0,58.0,0.27,1.03,7.76,3.6,1.76,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_England_Italy,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,England,Italy,,,5,8,0,1,A,,,,15,17,5,5,2,3,2,1,0,1,42.0,58.0,0.1,1.37,7.13,3.79,1.93,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Hungary_Germany,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A3,Hungary,Germany,,,,15,1,1,D,,,,16,16,5,5,3,3,3,2,0,0,50.0,50.0,1.48,1.3,2.56,2.94,3.32,0,0,0,0,0,search_results,2026-06-21 04:44:29
2022-09-23_Portugal_Spain,2022-09-23,UNL,2022-23,UEFA Nations League 2022-23,group,Group A2,Portugal,Spain,,,9,10,0,1,A,,,,15,17,5,5,2,3,3,1,1,0,42.0,58.0,0.29,1.06,5.97,4.2,1.86,0,0,1,1,0,search_results,2026-06-21 04:44:29
